,source,target,dagLevel
747,PF_M2_KstiffMachine,PF_M2_T5_LeakTolMachine,
748,PF_M2_KstiffMachine,PF_M2_T5_Kstiff_inv,
749,PF_M2_KstiffMachine,PF_M2_T5_delta_smax,
750,PF_M2_KstiffMachine,PF_M2_T6_LeakTolMachine,
751,PF_M2_KstiffMachine,PF_M2_T6_Kstiff_inv,
752,PF_M2_KstiffMachine,PF_M2_T6_delta_smax,
753,PF_M2_T7_deltaD_Leak_min,PF_M2_T7_deltaD_Leak_min_ReLu,
754,PF_M2_T7_deltaD_Leak_max,PF_M2_T7_deltaD_Leak_max_ReLu,
755,PF_M2_T7_deltaD_Leak_min_ReLu,PF_M2_T7_AleakPF_deltaD,
756,PF_M2_T7_deltaD_Leak_max_ReLu,PF_M2_T7_AleakPF_deltaD,
757,PF_M2_T7_AleakPF_deltaD,PF_M2_T7_AleakPF,
758,PF_M2_T7_beta_asym,PF_M2_T7_AleakPF_deltaD,
759,PF_M2_T7_beta_asym,PF_M2_T7_deltaD_mean,
760,PF_M2_T7_AleakPF_deltaD_REF,PF_M2_T7_AleakPF,
761,PF_M2_T7_AleakPF,PF_M2_T7_AleakBore,
762,PF_M2_T7_AleakPF_REF,PF_M2_T7_AleakPF,
763,PF_M2_T7_deltaD_mean,PF_M2_T7_KstiffPF,
764,PF_M2_T7_E_eff_inv,PF_M2_T7_E_eff,
765,PF_M2_T7_E_eff,PF_M2_T7_KstiffPF,
766,PF_M2_T7_KstiffPF,PF_M2_T7_Kstiff_inv,
767,PF_M2_T7_KstiffPF,PF_M2_T7_Force,
768,PF_M2_T7_KstiffPF_Ref,PF_M2_T7_KstiffPF,
769,PF_M2_T7_KstiffPF_E_Ref,PF_M2_T7_KstiffPF,
770,PF_M2_T7_KstiffPF_deltaD_Ref,PF_M2_T7_KstiffPF,
771,PF_M2_T7_Kstiff_inv,PF_M2_T7_Kstiff,
772,PF_M2_T7_Kstiff,PF_M2_T7_delta_sgrad,
773,PF_M2_T7_delta_sgrad,PF_M2_T7_sgrad,
774,PF_M2_T7_delta_Ftrigger_stop,PF_M2_T7_Fmax,
775,PF_M2_T7_delta_Ftrigger_stop,PF_M2_T7_delta_smax,
776,PF_M2_T7_delta_smax,PF_M2_T7_smax,
777,PF_M2_T8_s0,PF_M2_T8_s0_LTL_MpGood,
778,PF_M2_T8_s0,PF_M2_T8_s0_UTL_MpGood,
779,PF_M2_T8_s0,PF_M2_T8_sgrad,
780,PF_M2_T8_s0_LTL_MpGood,PF_M2_T8_s0_MpGood,
781,PF_M2_T8_s0_LTL,PF_M2_T8_s0_LTL_MpGood,
782,PF_M2_T8_s0_UTL_MpGood,PF_M2_T8_s0_MpGood,
783,PF_M2_T8_s0_UTL,PF_M2_T8_s0_UTL_MpGood,
784,PF_M2_T8_s0_MpGood,Sec_C2_Machine2_ProcessResult,
785,PF_M2_T8_Force,PF_M2_T8_Force_LTL_MpGood,
786,PF_M2_T8_Force,PF_M2_T8_Force_UTL_MpGood,
787,PF_M2_T8_Force,PF_M2_T8_delta_sgrad,
788,PF_M2_T8_Force,PF_M2_T8_Fmax,
789,PF_M2_T8_Force_LTL_MpGood,PF_M2_T8_Force_MpGood,
790,PF_M2_T8_Force_LTL,PF_M2_T8_Force_LTL_MpGood,
791,PF_M2_T8_Force_UTL_MpGood,PF_M2_T8_Force_MpGood,
792,PF_M2_T8_Force_UTL,PF_M2_T8_Force_UTL_MpGood,
793,PF_M2_T8_Force_MpGood,Sec_C2_Machine2_ProcessResult,
794,PF_M2_T8_sgrad_LTL,PF_M2_T8_sgrad_LTL_MpGood,
795,PF_M2_T8_sgrad_LTL_MpGood,PF_M2_T8_sgrad_MpGood,
796,PF_M2_T8_sgrad,PF_M2_T8_sgrad_LTL_MpGood,
797,PF_M2_T8_sgrad,PF_M2_T8_sgrad_UTL_MpGood,
798,PF_M2_T8_sgrad,PF_M2_T8_smax,
799,PF_M2_T8_sgrad_UTL_MpGood,PF_M2_T8_sgrad_MpGood,
800,PF_M2_T8_sgrad_UTL,PF_M2_T8_sgrad_UTL_MpGood,
801,PF_M2_T8_sgrad_MpGood,Sec_C2_Machine2_ProcessResult,
802,PF_M2_T8_Fmax,PF_M2_T8_Fmax_LTL_MpGood,
803,PF_M2_T8_Fmax,PF_M2_T8_Fmax_UTL_MpGood,
804,PF_M2_T8_Fmax_LTL_MpGood,PF_M2_T8_Fmax_MpGood,
805,PF_M2_T8_Fmax_LTL,PF_M2_T8_Fmax_LTL_MpGood,
806,PF_M2_T8_Fmax_UTL_MpGood,PF_M2_T8_Fmax_MpGood,
807,PF_M2_T8_Fmax_UTL,PF_M2_T8_Fmax_UTL_MpGood,
808,PF_M2_T8_Fmax_MpGood,Sec_C2_Machine2_ProcessResult,
809,PF_M2_T8_smax,PF_M2_T8_smax_LTL_MpGood,
810,PF_M2_T8_smax,PF_M2_T8_smax_UTL_MpGood,
811,PF_M2_T8_smax_LTL_MpGood,PF_M2_T8_smax_MpGood,
812,PF_M2_T8_smax_LTL,PF_M2_T8_smax_LTL_MpGood,
813,PF_M2_T8_smax_UTL_MpGood,PF_M2_T8_smax_MpGood,
814,PF_M2_T8_smax_UTL,PF_M2_T8_smax_UTL_MpGood,
815,PF_M2_T8_Force_max_deform,PF_M2_T8_delta_Force_Deform,
816,PF_M2_T8_delta_Force_Deform,PF_M2_T8_delta_Force_ReLu,
817,PF_M2_T8_delta_Force_ReLu,PF_M2_T8_LeakTolMachine_REF,
818,PF_M2_T8_LeakTolMachine_REF,PF_M2_T8_LeakTolMachine,
819,PF_M2_T8_deltaD_max,PF_M2_T8_deltaD_Leak_max,
820,PF_M2_T8_deltaD_max,PF_M2_T8_deltaD_mean,
821,PF_M2_T8_deltaD_min,PF_M2_T8_deltaD_Leak_min,
822,PF_M2_T8_deltaD_min,PF_M2_T8_deltaD_mean,
823,PF_M2_T8_LeakTolMachine,PF_M2_T8_deltaD_Leak_min,
824,PF_M2_T8_LeakTolMachine,PF_M2_T8_deltaD_Leak_max,
825,PF_M2_T8_deltaD_Leak_min,PF_M2_T8_deltaD_Leak_min_ReLu,
826,PF_M2_T8_deltaD_Leak_max,PF_M2_T8_deltaD_Leak_max_ReLu,
827,PF_M2_T8_deltaD_Leak_min_ReLu,PF_M2_T8_AleakPF_deltaD,
828,PF_M2_T8_deltaD_Leak_max_ReLu,PF_M2_T8_AleakPF_deltaD,
829,PF_M2_T8_AleakPF_deltaD,PF_M2_T8_AleakPF,
830,PF_M2_T8_beta_asym,PF_M2_T8_AleakPF_deltaD,
831,PF_M2_T8_beta_asym,PF_M2_T8_deltaD_mean,
832,PF_M2_T8_AleakPF_deltaD_REF,PF_M2_T8_AleakPF,
833,PF_M2_T8_AleakPF,PF_M2_T8_AleakBore,
834,PF_M2_T8_AleakPF_REF,PF_M2_T8_AleakPF,
835,PF_M2_T8_deltaD_mean,PF_M2_T8_KstiffPF,
836,PF_M2_T8_E_eff_inv,PF_M2_T8_E_eff,
837,PF_M2_T8_E_eff,PF_M2_T8_KstiffPF,
838,PF_M2_T8_KstiffPF,PF_M2_T8_Kstiff_inv,
839,PF_M2_T8_KstiffPF,PF_M2_T8_Force,
840,PF_M2_T8_KstiffPF_Ref,PF_M2_T8_KstiffPF,
841,PF_M2_T8_KstiffPF_E_Ref,PF_M2_T8_KstiffPF,
842,PF_M2_T8_KstiffPF_deltaD_Ref,PF_M2_T8_KstiffPF,
843,PF_M2_T8_Kstiff_inv,PF_M2_T8_Kstiff,
844,PF_M2_T8_Kstiff,PF_M2_T8_delta_sgrad,
845,PF_M2_T8_delta_sgrad,PF_M2_T8_sgrad,
846,PF_M2_T8_delta_Ftrigger_stop,PF_M2_T8_Fmax,
847,PF_M2_T8_delta_Ftrigger_stop,PF_M2_T8_delta_smax,
848,PF_M2_T8_delta_smax,PF_M2_T8_smax,
849,PF_M2_T5_s0_LTL,PF_M2_T5_s0_LTL_MpGood,
850,PF_M2_T5_s0_LTL_MpGood,PF_M2_T5_s0_MpGood,
851,PF_M2_T5_s0,PF_M2_T5_s0_LTL_MpGood,
852,PF_M2_T5_s0,PF_M2_T5_s0_UTL_MpGood,
853,PF_M2_T5_s0,PF_M2_T5_sgrad,
854,PF_M2_T5_s0_UTL,PF_M2_T5_s0_UTL_MpGood,
855,PF_M2_T5_s0_UTL_MpGood,PF_M2_T5_s0_MpGood,
856,PF_M2_T5_s0_MpGood,Sec_C2_Machine2_ProcessResult,
857,PF_M2_T5_Force,PF_M2_T5_Force_LTL_MpGood,
858,PF_M2_T5_Force,PF_M2_T5_Force_UTL_MpGood,
859,PF_M2_T5_Force,PF_M2_T5_delta_sgrad,
860,PF_M2_T5_Force,PF_M2_T5_Fmax,
861,PF_M2_T5_Force_LTL_MpGood,PF_M2_T5_Force_MpGood,
862,PF_M2_T5_Force_LTL,PF_M2_T5_Force_LTL_MpGood,
863,PF_M2_T5_Force_UTL_MpGood,PF_M2_T5_Force_MpGood,
864,PF_M2_T5_Force_UTL,PF_M2_T5_Force_UTL_MpGood,
865,PF_M2_T5_Force_MpGood,Sec_C2_Machine2_ProcessResult,
866,PF_M2_T5_sgrad,PF_M2_T5_sgrad_LTL_MpGood,
867,PF_M2_T5_sgrad,PF_M2_T5_sgrad_UTL_MpGood,
868,PF_M2_T5_sgrad,PF_M2_T5_smax,
869,PF_M2_T5_sgrad_LTL_MpGood,PF_M2_T5_sgrad_MpGood,
870,PF_M2_T5_sgrad_LTL,PF_M2_T5_sgrad_LTL_MpGood,
871,PF_M2_T5_sgrad_UTL_MpGood,PF_M2_T5_sgrad_MpGood,
872,PF_M2_T5_sgrad_UTL,PF_M2_T5_sgrad_UTL_MpGood,
873,PF_M2_T5_sgrad_MpGood,Sec_C2_Machine2_ProcessResult,
874,PF_M2_T5_Fmax,PF_M2_T5_Fmax_LTL_MpGood,
875,PF_M2_T5_Fmax,PF_M2_T5_Fmax_UTL_MpGood,
876,PF_M2_T5_Fmax_LTL_MpGood,PF_M2_T5_Fmax_MpGood,
877,PF_M2_T5_Fmax_LTL,PF_M2_T5_Fmax_LTL_MpGood,
878,PF_M2_T5_Fmax_UTL_MpGood,PF_M2_T5_Fmax_MpGood,
879,PF_M2_T5_Fmax_UTL,PF_M2_T5_Fmax_UTL_MpGood,
880,PF_M2_T5_Fmax_MpGood,Sec_C2_Machine2_ProcessResult,
881,PF_M2_T5_smax,PF_M2_T5_smax_LTL_MpGood,
882,PF_M2_T5_smax,PF_M2_T5_smax_UTL_MpGood,
883,PF_M2_T5_smax_LTL_MpGood,PF_M2_T5_smax_MpGood,
884,PF_M2_T5_smax_LTL,PF_M2_T5_smax_LTL_MpGood,
885,PF_M2_T5_smax_UTL_MpGood,PF_M2_T5_smax_MpGood,
886,PF_M2_T5_smax_UTL,PF_M2_T5_smax_UTL_MpGood,
887,PF_M2_T5_Force_max_deform,PF_M2_T5_delta_Force_Deform,
888,PF_M2_T5_delta_Force_Deform,PF_M2_T5_delta_Force_ReLu,
889,PF_M2_T5_delta_Force_ReLu,PF_M2_T5_LeakTolMachine_REF,
890,PF_M2_T5_LeakTolMachine_REF,PF_M2_T5_LeakTolMachine,
891,PF_M2_T5_deltaD_max,PF_M2_T5_deltaD_Leak_max,
892,PF_M2_T5_deltaD_max,PF_M2_T5_deltaD_mean,
893,PF_M2_T5_deltaD_min,PF_M2_T5_deltaD_Leak_min,
894,PF_M2_T5_deltaD_min,PF_M2_T5_deltaD_mean,
895,PF_M2_T5_LeakTolMachine,PF_M2_T5_deltaD_Leak_min,
896,PF_M2_T5_LeakTolMachine,PF_M2_T5_deltaD_Leak_max,
897,PF_M2_T5_deltaD_Leak_min,PF_M2_T5_deltaD_Leak_min_ReLu,
898,PF_M2_T5_deltaD_Leak_max,PF_M2_T5_deltaD_Leak_max_ReLu,
899,PF_M2_T5_deltaD_Leak_min_ReLu,PF_M2_T5_AleakPF_deltaD,
900,PF_M2_T5_deltaD_Leak_max_ReLu,PF_M2_T5_AleakPF_deltaD,
901,PF_M2_T5_AleakPF_deltaD,PF_M2_T5_AleakPF,
902,PF_M2_T5_beta_asym,PF_M2_T5_AleakPF_deltaD,
903,PF_M2_T5_beta_asym,PF_M2_T5_deltaD_mean,
904,PF_M2_T5_AleakPF_deltaD_REF,PF_M2_T5_AleakPF,
905,PF_M2_T5_AleakPF,PF_M2_T5_AleakBore,
906,PF_M2_T5_AleakPF_REF,PF_M2_T5_AleakPF,
907,PF_M2_T5_deltaD_mean,PF_M2_T5_KstiffPF,
908,PF_M2_T5_E_eff_inv,PF_M2_T5_E_eff,
909,PF_M2_T5_E_eff,PF_M2_T5_KstiffPF,
910,PF_M2_T5_KstiffPF,PF_M2_T5_Kstiff_inv,
911,PF_M2_T5_KstiffPF,PF_M2_T5_Force,
912,PF_M2_T5_KstiffPF_Ref,PF_M2_T5_KstiffPF,
913,PF_M2_T5_KstiffPF_E_Ref,PF_M2_T5_KstiffPF,
914,PF_M2_T5_KstiffPF_deltaD_Ref,PF_M2_T5_KstiffPF,
915,PF_M2_T5_Kstiff_inv,PF_M2_T5_Kstiff,
916,PF_M2_T5_Kstiff,PF_M2_T5_delta_sgrad,
917,PF_M2_T5_delta_sgrad,PF_M2_T5_sgrad,
918,PF_M2_T5_delta_Ftrigger_stop,PF_M2_T5_Fmax,
919,PF_M2_T5_delta_Ftrigger_stop,PF_M2_T5_delta_smax,
920,PF_M2_T5_delta_smax,PF_M2_T5_smax,
921,PF_M2_T6_s0_LTL,PF_M2_T6_s0_LTL_MpGood,
922,PF_M2_T6_s0_LTL_MpGood,PF_M2_T6_s0_MpGood,
923,PF_M2_T6_s0,PF_M2_T6_s0_LTL_MpGood,
924,PF_M2_T6_s0,PF_M2_T6_s0_UTL_MpGood,
925,PF_M2_T6_s0,PF_M2_T6_sgrad,
926,PF_M2_T6_s0_UTL_MpGood,PF_M2_T6_s0_MpGood,
927,PF_M2_T6_s0_UTL,PF_M2_T6_s0_UTL_MpGood,
928,PF_M2_T6_s0_MpGood,Sec_C2_Machine2_ProcessResult,
929,PF_M2_T6_Force_LTL,PF_M2_T6_Force_LTL_MpGood,
930,PF_M2_T6_Force_LTL_MpGood,PF_M2_T6_Force_MpGood,
931,PF_M2_T6_Force,PF_M2_T6_Force_LTL_MpGood,
932,PF_M2_T6_Force,PF_M2_T6_Force_UTL_MpGood,
933,PF_M2_T6_Force,PF_M2_T6_delta_sgrad,
934,PF_M2_T6_Force,PF_M2_T6_Fmax,
935,PF_M2_T6_Force_UTL,PF_M2_T6_Force_UTL_MpGood,
936,PF_M2_T6_Force_UTL_MpGood,PF_M2_T6_Force_MpGood,
937,PF_M2_T6_Force_MpGood,Sec_C2_Machine2_ProcessResult,
938,PF_M2_T6_sgrad,PF_M2_T6_sgrad_LTL_MpGood,
939,PF_M2_T6_sgrad,PF_M2_T6_sgrad_UTL_MpGood,
940,PF_M2_T6_sgrad,PF_M2_T6_smax,
941,PF_M2_T6_sgrad_LTL_MpGood,PF_M2_T6_sgrad_MpGood,
942,PF_M2_T6_sgrad_LTL,PF_M2_T6_sgrad_LTL_MpGood,
943,PF_M2_T6_sgrad_UTL_MpGood,PF_M2_T6_sgrad_MpGood,
944,PF_M2_T6_sgrad_UTL,PF_M2_T6_sgrad_UTL_MpGood,
945,PF_M2_T6_sgrad_MpGood,Sec_C2_Machine2_ProcessResult,
946,PF_M2_T6_Fmax,PF_M2_T6_Fmax_LTL_MpGood,
947,PF_M2_T6_Fmax,PF_M2_T6_Fmax_UTL_MpGood,
948,PF_M2_T6_Fmax_LTL_MpGood,PF_M2_T6_Fmax_MpGood,
949,PF_M2_T6_Fmax_LTL,PF_M2_T6_Fmax_LTL_MpGood,
950,PF_M2_T6_Fmax_UTL,PF_M2_T6_Fmax_UTL_MpGood,
951,PF_M2_T6_Fmax_UTL_MpGood,PF_M2_T6_Fmax_MpGood,
952,PF_M2_T6_Fmax_MpGood,Sec_C2_Machine2_ProcessResult,
953,PF_M2_T6_smax_LTL,PF_M2_T6_smax_LTL_MpGood,
954,PF_M2_T6_smax_LTL_MpGood,PF_M2_T6_smax_MpGood,
955,PF_M2_T6_smax,PF_M2_T6_smax_LTL_MpGood,
956,PF_M2_T6_smax,PF_M2_T6_smax_UTL_MpGood,
957,PF_M2_T6_smax_UTL_MpGood,PF_M2_T6_smax_MpGood,
958,PF_M2_T6_smax_UTL,PF_M2_T6_smax_UTL_MpGood,
959,PF_M2_T6_Force_max_deform,PF_M2_T6_delta_Force_Deform,
960,PF_M2_T6_delta_Force_Deform,PF_M2_T6_delta_Force_ReLu,
961,PF_M2_T6_delta_Force_ReLu,PF_M2_T6_LeakTolMachine_REF,
962,PF_M2_T6_LeakTolMachine_REF,PF_M2_T6_LeakTolMachine,
963,PF_M2_T6_deltaD_max,PF_M2_T6_deltaD_Leak_max,
964,PF_M2_T6_deltaD_max,PF_M2_T6_deltaD_mean,
965,PF_M2_T6_deltaD_min,PF_M2_T6_deltaD_Leak_min,
966,PF_M2_T6_deltaD_min,PF_M2_T6_deltaD_mean,
967,PF_M2_T6_LeakTolMachine,PF_M2_T6_deltaD_Leak_min,
968,PF_M2_T6_LeakTolMachine,PF_M2_T6_deltaD_Leak_max,
969,PF_M2_T6_deltaD_Leak_min,PF_M2_T6_deltaD_Leak_min_ReLu,
970,PF_M2_T6_deltaD_Leak_max,PF_M2_T6_deltaD_Leak_max_ReLu,
971,PF_M2_T6_deltaD_Leak_min_ReLu,PF_M2_T6_AleakPF_deltaD,
972,PF_M2_T6_deltaD_Leak_max_ReLu,PF_M2_T6_AleakPF_deltaD,
973,PF_M2_T6_AleakPF_deltaD,PF_M2_T6_AleakPF,
974,PF_M2_T6_beta_asym,PF_M2_T6_AleakPF_deltaD,
975,PF_M2_T6_beta_asym,PF_M2_T6_deltaD_mean,
976,PF_M2_T6_AleakPF_deltaD_REF,PF_M2_T6_AleakPF,
977,PF_M2_T6_AleakPF,PF_M2_T6_AleakBore,
978,PF_M2_T6_AleakPF_REF,PF_M2_T6_AleakPF,
979,PF_M2_T6_deltaD_mean,PF_M2_T6_KstiffPF,
980,PF_M2_T6_E_eff_inv,PF_M2_T6_E_eff,
981,PF_M2_T6_E_eff,PF_M2_T6_KstiffPF,
982,PF_M2_T6_KstiffPF,PF_M2_T6_Kstiff_inv,
983,PF_M2_T6_KstiffPF,PF_M2_T6_Force,
984,PF_M2_T6_KstiffPF_Ref,PF_M2_T6_KstiffPF,
985,PF_M2_T6_KstiffPF_E_Ref,PF_M2_T6_KstiffPF,
986,PF_M2_T6_KstiffPF_deltaD_Ref,PF_M2_T6_KstiffPF,
987,PF_M2_T6_Kstiff_inv,PF_M2_T6_Kstiff,
988,PF_M2_T6_Kstiff,PF_M2_T6_delta_sgrad,
989,PF_M2_T6_delta_sgrad,PF_M2_T6_sgrad,
990,PF_M2_T6_delta_Ftrigger_stop,PF_M2_T6_Fmax,
991,PF_M2_T6_delta_Ftrigger_stop,PF_M2_T6_delta_smax,
992,PF_M2_T6_delta_smax,PF_M2_T6_smax,
993,product_type_ID_num,HU_Block_Type_ID_num,2.0
994,product_type_ID_num,T1_MV_Type_ID_num,2.0
995,product_type_ID_num,T2_MV_Type_ID_num,2.0
996,product_type_ID_num,T3_MV_Type_ID_num,2.0
997,product_type_ID_num,T4_MV_Type_ID_num,2.0
998,product_type_ID_num,T5_MV_Type_ID_num,2.0
999,product_type_ID_num,T6_MV_Type_ID_num,2.0
1000,product_type_ID_num,T7_MV_Type_ID_num,2.0
1001,product_type_ID_num,T8_MV_Type_ID_num,2.0
1002,line_ID_num,PSec_MVgeneration_pSection_ID_num,2.0
1003,line_ID_num,PSec_HUgeneration_pSection_ID_num,2.0
1004,line_ID_num,PSec_C2_pSection_ID_num,2.0
1005,HU_Block_Type_ID_num,HU_HU_Block_Type_ID_num,2.0
1006,T1_MV_Type_ID_num,MV1_T1_MV_Type_ID_num,2.0
1007,T2_MV_Type_ID_num,MV2_T2_MV_Type_ID_num,2.0
1008,T3_MV_Type_ID_num,MV3_T3_MV_Type_ID_num,2.0
1009,T4_MV_Type_ID_num,MV4_T4_MV_Type_ID_num,2.0
1010,T5_MV_Type_ID_num,MV5_T5_MV_Type_ID_num,2.0
1011,T6_MV_Type_ID_num,MV6_T6_MV_Type_ID_num,2.0
1012,T7_MV_Type_ID_num,MV7_T7_MV_Type_ID_num,2.0
1013,T8_MV_Type_ID_num,MV8_T8_MV_Type_ID_num,2.0
